ball,score,commentary,second_commentary
15.5,1,"stoinis to gaikwad ,  1 runsweeps at this slower ball , which is a dipping , low full toss on middle and off  single to deep-square-leg","stoinis to gaikwad , 1 run , another slower delivery , ends as a low full toss , swept towards deep backward-square-leg"
15.4,1,"stoinis to suryakumar ,  1 runthe point fielder dives to his right and gets a hand , as surya hacks at this short ball outside-off  he has to get on top of the bounce of this one","stoinis to suryakumar yadav , 1 run , slower bounce , tapped towards point for a single"
15.3,6,"stoinis to suryakumar ,  six runssix in typical surya fashion  uses his wrists to paddle-flick a six over fine-leg , as he gets across the stumps and launches this length ball outside leg","stoinis to suryakumar yadav , six , a first ball six for suryakumar yadav and no prizes for guessing which part of the ground he  hit that towards  a wayward full delivery going down leg , sky shimmies inwards and flicks it over fine-leg like it was the easiest thing to do in the world  what a start "
15.2,W,"stoinis to ishan , outalthough he  gone , this looked so much like rishabh pant  he is standing deep in the crease , and throws his hands at a very wide ball - perhaps more than two sets of stumps away - even as he loses his bottom hand and falls on his back  stoinis had bowled on a length , getting it to angle across and finish extremely wide  the ball ended up travelling right to where deep-point was positionedishan kishan c ellis b stoinis 52  32b 3x4 4x6 45m  sr: 162 5see all photos","stoinis to ishan kishan , out caught by nathan ellis   another wide yorker , would have been called had kishan not played at it  falls over trying to swing at it , off the toe end and flies towards sweeper cover  finally , a wicket for australia but that means sky walks out to bat  ishan kishan c nathan ellis b stoinis 52 32  [4s-3 6s-4]"
15.1,•,"stoinis to ishan , no runyorker length , and angling across to end wide of off  he reaches out and falls on his back , with the ball dragged to extra-cover","stoinis to ishan kishan , no run , wide yorker , kishan really reaches out to drive at that but hits it towards extra-cover  falls over and can't take the single"
14.6,2,"t sangha to gaikwad ,  2 runsshort of a length on the stumps , and turns away a bit  pulled to deep-square-leg for two more","sangha to gaikwad , 2 runs , flat delivery on middle , pulled to the right of deep-mid-wicket for a couple of runs  another big over for india"
14.5,1,"t sangha to ishan ,  1 runnow makes room , and gets a short ball turning away to end outside-off  swatted to long-off","sangha to ishan kishan , 1 run , googly wide outside-off , slapped out towards long-off"
14.4,6,"t sangha to ishan ,  six runsfifty for kishan  and another six keeps india motoring  again he stands across the stumps , gets a comfortable length ball , and hoicks it across over deep midwicketsee all photos","sangha to ishan kishan , six , googly on off , kishan picked it off the hand  shuffled in and go in line to give it a big swing across the line  power and elevation on that one , over cow-corner for six  that  50 for the southpaw"
14.3,1,"t sangha to gaikwad ,  1 runmisfield by stoinis at extra-cover allows a single , as gaikwad gets a high full toss outside-off , which he slashes back","sangha to gaikwad , 1 run , full toss outside-off , slammed towards extra-cover who fumbles  single taken"
14.2,1,"t sangha to ishan ,  1 runskips down , and drills this length ball to long-off  left  smith does well to rush towards it","sangha to ishan kishan , 1 run , fired full and wide , kishan dances out and drills it towards long-off"
14.1,6,"t sangha to ishan ,  six runssix over fine-leg  a full and free swing off a shortish ball , as kishan gets across the stumps early  the ball is on the shorter side of a length on the stumps , even as it turns in","sangha to ishan kishan , six , pitched fuller at the stumps at a gentle pace , too easy for ishan kishan who shimmies inwards and swings it through deep backward-square-leg for a maximum  he  carrying on from where he left off last game"
13.6,1,"maxwell to ishan ,  1 runshort of a length , and pulled towards deep midwicket","maxwell to ishan kishan , 1 run , flat delivery on middle , pulled off the toe end tamely towards deep-mid-wicket  23 runs off the over , maxi having a day to forget"
13.6,1,"maxwell to ishan ,  1 runshort of a length , and pulled towards deep midwicket","maxwell to gaikwad , no ball , 1 run , a loopy one , slips out the hand and ends above the waist outside-off  puzzled gaikwad who just pushed it beyond backward-point for a strike  kishan to face the free hit"
13.6,2nb,"maxwell to gaikwad ,  no ball  1 runah , now a high full toss which dips around off but still ends up being called a no-ball on height  gaikwad slashed this to deep-point","maxwell to ishan kishan , 1 run , flat delivery on middle , pulled off the toe end tamely towards deep-mid-wicket  23 runs off the over , maxi having a day to forget"
13.6,2nb,"maxwell to gaikwad ,  no ball  1 runah , now a high full toss which dips around off but still ends up being called a no-ball on height  gaikwad slashed this to deep-point","maxwell to gaikwad , no ball , 1 run , a loopy one , slips out the hand and ends above the waist outside-off  puzzled gaikwad who just pushed it beyond backward-point for a strike  kishan to face the free hit"
13.5,6,"maxwell to gaikwad ,  six runsover long-on  gaikwad gets one away at last  another length ball outside-off from maxwell , as gaikwad waits before sweeping in front of the wicket  for one it seemed the fielder would be interested , but the ball was too high and far","maxwell to gaikwad , six , darted through on off , gaikwad gets down on one knee and flat bats his sweep over long-on for a maximum"
13.4,1,"maxwell to ishan ,  1 runagain charges down , but ends up converting this into a yorker-length ball around leg  pushed to long-on","maxwell to ishan kishan , 1 run , fired through and straighter , kishan slams it towards long-on"
13.3,4,"maxwell to ishan , four runsswept to the right of short-fine-leg  full and flat , dipping just outside leg , as kishan slog sweeps behind the wicket","maxwell to ishan kishan , four , shuffles in to get off-side of this leg lined delivery and sweeps it to the right of short fine for a boundary"
13.2,6,"maxwell to ishan ,  six runshuge six over the bowler  head  that not only went very high , but also landed pretty deep  kishan skipped down the pitch early , with maxwell bowling on a length outside-off  he went ahead with the swing , and bagged six more","maxwell to ishan kishan , six , pitched up and wider , kishan anticipated it and stepped out his crease , got to the pitch of it and hoisted it straight down the ground  all muscle on that shot and nearly goes to the second tier   "
13.2,6,"maxwell to ishan ,  six runshuge six over the bowler  head  that not only went very high , but also landed pretty deep  kishan skipped down the pitch early , with maxwell bowling on a length outside-off  he went ahead with the swing , and bagged six more","maxwell to ishan kishan , wide , once again down leg"
13.2,6,"maxwell to ishan ,  six runshuge six over the bowler  head  that not only went very high , but also landed pretty deep  kishan skipped down the pitch early , with maxwell bowling on a length outside-off  he went ahead with the swing , and bagged six more","maxwell to ishan kishan , wide , darted through from round the wicket , ends down the leg-side"
13.2,1w,"maxwell to ishan , 1 wideand again  he angles it in , and on a full length but outside leg  another leave by kishan","maxwell to ishan kishan , six , pitched up and wider , kishan anticipated it and stepped out his crease , got to the pitch of it and hoisted it straight down the ground  all muscle on that shot and nearly goes to the second tier   "
13.2,1w,"maxwell to ishan , 1 wideand again  he angles it in , and on a full length but outside leg  another leave by kishan","maxwell to ishan kishan , wide , once again down leg"
13.2,1w,"maxwell to ishan , 1 wideand again  he angles it in , and on a full length but outside leg  another leave by kishan","maxwell to ishan kishan , wide , darted through from round the wicket , ends down the leg-side"
13.2,1w,"maxwell to ishan , 1 widebowls very full , but outside leg while angling it in  kishan lets it go , and it  called wide","maxwell to ishan kishan , six , pitched up and wider , kishan anticipated it and stepped out his crease , got to the pitch of it and hoisted it straight down the ground  all muscle on that shot and nearly goes to the second tier   "
13.2,1w,"maxwell to ishan , 1 widebowls very full , but outside leg while angling it in  kishan lets it go , and it  called wide","maxwell to ishan kishan , wide , once again down leg"
13.2,1w,"maxwell to ishan , 1 widebowls very full , but outside leg while angling it in  kishan lets it go , and it  called wide","maxwell to ishan kishan , wide , darted through from round the wicket , ends down the leg-side"
13.1,1,"maxwell to gaikwad ,  1 runlength ball a bit wide of off , as gaikwad gets deep in the crease to push to long-on","maxwell to gaikwad , 1 run , flat delivery outside-off , doesn't spin  gaikwad shimmies inwards to push it away towards long-on"
12.6,4,"t sangha to ishan , four runsjust past ellis at deep-square-leg  he ran and dived full stretch , even as the ball landed wide of him there  sangha bowled on the fuller side of a length around off , as kishan slog swept this to bag another boundary","sangha to ishan kishan , four , just out of his reach  tossed up middle-stump , ishan kishan leaned forward and slog-swept it towards cow-corner , didn't get all of it and it was just out of reach of the fielder who was diving forward after running across from deep-mid-wicket"
12.5,1,"t sangha to gaikwad ,  1 runanother one finds the fielder  slightly short of a length outside-off , with turn away again  pulled flat to deep midwicket","sangha to gaikwad , 1 run , length delivery on outside-off , gaikwad presses back and pulls it away towards deep-mid-wicket"
12.4,1,"t sangha to ishan ,  1 runshort and wide of off , as kishan reaches out and flays this to deep-point","sangha to ishan kishan , 1 run , flatter delivery outside-off , slapped away towards deep extra-cover"
12.3,•,"t sangha to ishan , no runshapes to switch hit , but is hit on his front pad  but the impact is outside-off , with the ball being on a length and outside-off too","sangha to ishan kishan , no run , flatter delivery on outside-off , ishan kishan looked to reverse-sweep , appeal for leg before but it was going past outside-off"
12.2,1,"t sangha to gaikwad ,  1 runskips down , but the ball is shortish around off , while turning away too  punched to deep-point","sangha to gaikwad , 1 run , length delivery on outside-off , gaikwad skips down the track and has to adjust as it doesn't arrive , he waits for it and bunts it towards deep-cover"
12.1,1,"t sangha to ishan ,  1 runthis turns away off a shortish length , and ends pretty wide of off  chopped back to the bowler  right","sangha to ishan kishan , 1 run , length delivery pushed through just outside-off , ishan kishan pressed back looking to cut but was a bit rushed , ended up knocking it towards cover for one"
11.6,1,"stoinis to ishan ,  1 runthis stays slightly low off a shortish length , even as it angles across to finish around off  pulled to deep-square","stoinis to ishan kishan , 1 run , good length delivery on middle , heaved away towards deep-mid-wicket"
11.5,1,"stoinis to gaikwad ,  1 runanother mistimed shot  stoinis bowls short again , and around off  the ball rushes on to gaikwad , as he pulls but the ball hits the higher side of the bat to land to short fine  left","stoinis to gaikwad , 1 run , short of length and attacking the body , gaikwad looked to pull but was cramped for room , lobbed up towards backward-square-leg off the top-edge but there was no one there"
11.4,1,"stoinis to ishan ,  1 runshort again , but this time pretty wide of off  swiped wide of long-on","stoinis to ishan kishan , 1 run , slower length delivery outside-off , ishan kishan drags it down towards deep-mid-wicket , along the ground this time"
11.3,6,"stoinis to ishan ,  six runsfinally gets one away  this is another slower delivery , which is short and just outside-off  kishan rode the bounce , and belted the pull over deep midwicket","stoinis to ishan kishan , six , he  crunched this one though  short of a length slower delivery , sat up nicely as ishan kishan hung back and waited for it before slamming it away over deep-mid-wicket"
11.2,•,"stoinis to ishan , no runbeaten by the slower ball  stoinis lands this on a shortish length , and slightly wide of off  kishan went for a heave , but missed","stoinis to ishan kishan , no run , slower length delivery outside-off , ishan kishan looked to heave this away into the leg-side but was through his shot too early"
11.1,1,"stoinis to gaikwad ,  1 runbowls with pace off , and on a short of a length and wide line outside-off  cut away to deep backward-point","stoinis to gaikwad , 1 run , short and wide outside-off , gaikwad presses back and chops it away towards deep backward-point , protection out there"
10.6,1,"zampa to gaikwad ,  1 runanother one that rushes through , while keeping low too  bowled on a length on middle and off , and dabbed towards cover for a quick single","zampa to gaikwad , 1 run , good length delivery on middle , rushes him off the track as he bunts it into the off-side off the backfoot"
10.5,1,"zampa to ishan ,  1 rundrills this to long-off  left , as the ball is again very full and around off","zampa to ishan kishan , 1 run , floated up very full on outside-off , drilled down to long-off"
10.4,•,"zampa to ishan , no runslows it down , and bowls cleverly on a short of a length , getting it to turn away and end wide-ish off  a late cut towards point","zampa to ishan kishan , no run , slower googly on a length just outside-off , ishan kishan waited for it and bunted it into the off-side"
10.3,1,"zampa to gaikwad ,  1 runshort of a length , and this skids through to end leg-stump  clipped behind square for a single","zampa to gaikwad , 1 run , flatter and quicker on leg-stump , gaikwad presses back and squeezes it out towards deep-square-leg"
10.2,1,"zampa to ishan ,  1 runanother very full ball angled across , and landing on off  swept hard to deep midwicket","zampa to ishan kishan , 1 run , tossed up middle-stump , ishan kishan went for the moon here , wanted to hit it into the stands at cow-corner but it went off the toe end to the fielder there"
10.1,1,"zampa to gaikwad ,  1 runvery full and dipping on middle and off  pushed to long-on off the inside half of the bat","zampa to gaikwad , 1 run , flighted delivery middle-stump , pushed down the ground to long-on"
9.6,1,"abbott to gaikwad ,  1 runslower ball , and on a length outside-off  pushed gently to deep-point","abbott to gaikwad , 1 run , short of length on outside-off , gaikwad hangs back and eases it away towards backward-point"
9.5,1,"abbott to ishan ,  1 runlands just to the right of short-fine-leg  another short ball from abbott in this over cramps kishan  abbott banged it on the pitch , getting it to land around leg-stump  kishan pulled but for a top edge , with the ball barely landing wide","abbott to ishan kishan , 1 run , falls short of the fielder now  good bowling this from abbott , saw ishan kishan running down the track and dug this in short , cramped him for room and beat for him for pace on the pull , it nearly lobbed up towards short fine-leg off the top-edge , just landed to his right"
9.4,1,"abbott to gaikwad ,  1 rundropped by abbott  it was a tough chance though , as he flung his right hand out , with the ball flicking it away  gaikwad just chipped this length ball back with the full face of the bat","abbott to gaikwad , 1 run , half-chance is put down  the umpire had to take cover there , pitched up middle-stump , gaikwad drove that back crisply but it was in the air , abbott stuck his right hand out and got his fingertips to it"
9.3,1,"abbott to ishan ,  1 runbangs this on a hard length just outside-off , as kishan pulls to deep midwicket  the ball seemed to be almost rushing on to him there","abbott to ishan kishan , 1 run , short of length on outside-off , ishan kishan pressed back looking to pull it into the stands , went too hard at it and it went towards mid-wicket off the bottom half"
9.2,1,"abbott to gaikwad ,  1 runslower ball , and on a length in the channel outside-off  nudged softly to long-on , while almost leaning into the shot","abbott to gaikwad , 1 run , length delivery on outside-off , gently tucked away towards mid-wicket for one"
9.1,2,"abbott to gaikwad ,  2 runswell fielded by sangha , as he runs and dives to his right from long-on to cut that off  abbott bowled short around off , as gaikwad played a short-arm pull","abbott to gaikwad , 2 runs , great work in the deep , short of length on outside-off , gaikwad hung back and pulled it away nicely towards cow-corner , david the man at long-on , dived to his right to stop it"
8.6,•,"t sangha to ishan , no runshort and wide-ish of off  kishan has a slash , but ends up chopping it on the bounce to wade","sangha to ishan kishan , no run , short of length just outside-off , ishan kishan presses back looking to cut and gets a thick bottom-edge that bounces to the keeper"
8.5,1,"t sangha to gaikwad ,  1 runthis is fullish leg-stump , and slower too  turned towards short-fine-leg by gaikwad","sangha to gaikwad , 1 run , full on leg-stump , gaikwad leans forward and works it away towards deep-square-leg"
8.4,1,"t sangha to ishan ,  1 runthis low full toss dips to end up being pretty wide of off , and is dragged to long-off","sangha to ishan kishan , 1 run , floated up full outside-off , ends up being a low full-toss and ishan kishan pushes it down the ground to long-off"
8.3,1,"t sangha to gaikwad ,  1 runthis keeps low off a short of a length outside-off , and is swiped to long-on","sangha to gaikwad , 1 run , length delivery just outside-off , keeps a touch low as gaikwad presses back to drag it down to long-on"
8.2,1,"t sangha to ishan ,  1 runpulled on a few bounces to the man at deep backward-square-leg  short again from sangha , getting it to turn into kishan","sangha to ishan kishan , 1 run , dragged down short on middle , ishan kishan presses back and pulls it away , can't beat deep-square-leg though"
8.1,1,"t sangha to gaikwad ,  1 runshort outside-off , and turning away yet again  a hard cut to deep-point","sangha to gaikwad , 1 run , short of length on outside-off , slapped out to sweeper cover"
7.6,•,"zampa to ishan , no runsweeps at this wide ball outside leg , which is full and two stumps down  the man at short fine tumbles to his left to cut it off","zampa to ishan kishan , no run , zampa gets away with one , full and down leg , would've been wide but ishan kishan leant in looking to sweep it fine , just couldn't beat short fine-leg"
7.5,1,"zampa to gaikwad ,  1 runyorker length on the stumps , and dug out to long-on after getting his front leg out of the way","zampa to gaikwad , 1 run , full on leg-stump , pushed down the ground to long-on"
7.4,2,"zampa to gaikwad ,  2 runson a short of a length , almost straightening towards middle and off  clipped towards deep midwicket , and they pinch two","zampa to gaikwad , 2 runs , good length delivery on middle , bit of extra bounce and gaikwad tucked it away gently towards mid-wicket , went to the edge of the circle and they sprinted back for two"
7.3,1,"zampa to ishan ,  1 runfull and flat on off , and nudged to long-on","zampa to ishan kishan , 1 run , middle-stump , pushed down the ground to long-on"
7.2,•,"zampa to ishan , no runfull again around off , with a hint of turn away  blocked down , after shaping to almost have a swing at it","zampa to ishan kishan , no run , wrong-un pushed through full on outside-off , ishan kishan prods forward and blocks it solidly"
7.1,4,"zampa to ishan , four runsclubs this down the ground  the ball was very full , and just outside-off , as kishan drilled one down between the stumps and the non-striker  zampa stuck his right hand out , but couldn't get a hand","zampa to ishan kishan , four , too full on outside-off , ishan kishan cleared his front-leg and drilled it straight back past the stumps at the other end , no chance for either long-on or long-off"
6.6,1,"t sangha to ishan ,  1 runanother one turns in nicely off a short of a length , and finishes around middle and leg  pulled away to fine-leg","sangha to ishan kishan , 1 run , dragged down on outside-off , ishan kishan presses back and pulls it away towards deep-square-leg"
6.5,1,"t sangha to gaikwad ,  1 runshort of a length outside-off , and punched to deep-point","sangha to gaikwad , 1 run , length delivery on outside-off , punched towards deep backward-point off the backfoot"
6.4,•,"t sangha to gaikwad , no runfuller length around off , and pushed to cover","sangha to gaikwad , no run , middle-stump , gaikwad strides forward and pushes it into the off-side"
6.3,•,"t sangha to gaikwad , no runah , some turn and sharp bounce  lands this on the shorter side of a length on leg , with the ball ending over the middle-stump , as gaikwad looked to clip but missed","sangha to gaikwad , no run , oh what a ball  tossed up full on leg-stump , drew him forward , drifted in and then turned away sharply to beat the outside-edge"
6.2,•,"t sangha to gaikwad , no runslows it down , and bowls on a length leg-stump  blocked back with his bat and pad close","sangha to gaikwad , no run , good length delivery on middle-leg , gaikwad prods half forward to defend it"
6.1,2,"t sangha to gaikwad ,  2 runssmith at long-on does well to run and slide to his right , and pull this back  the ball was short and turning away to finish around off , as gaikwad pulled between the men at long-on and deep midwicket","sangha to gaikwad , 2 runs , short of length on middle , gaikwad presses right back and pulls it away into the gap at cow-corner , good work from smith , ran to his right from long-on and stopped it with a dive"
5.6,•,"ellis to ishan , no runshort of a length just outside-off , and punched down the ground","nathan ellis to ishan kishan , no run , good length delivery on outside-off , ishan kishan hangs back and defends"
5.5,W,"ellis to jaiswal , outtaken at short third  from the looks of it , zampa perhaps didn't expect the ball to come on to him that quickly  it was dipping as it approached him , with zampa grabbing it low to his left , and with a reverse cup  this time ellis bowled seam up , angling it across to pitch fullish and wide of off  jaiswal went lofting again , only to mistime it  he lost his right hand off the bat too , with the ball taking the outside edgeyashasvi jaiswal c zampa b ellis 53  25b 9x4 2x6 30m  sr: 212see all photos","nathan ellis to jaiswal , out caught by zampa   excellent field placement and that  the end of the carnage  jaiswal will be disappointed  was full and just outside-off , jaiswal went hard at this looking to smack it through extra-cover , went at it with all hands and no feet , lost his shape in the process and got a thick outside-edge , zampa was waiting at almost a fly-slip , right on the edge of the circle and he took it over his head  jaiswal walks off to an applause  50 and gone all inside the powerplay  jaiswal c zampa b nathan ellis 53 25  [4s-9 6s-2]"
5.5,W,"ellis to jaiswal , outtaken at short third  from the looks of it , zampa perhaps didn't expect the ball to come on to him that quickly  it was dipping as it approached him , with zampa grabbing it low to his left , and with a reverse cup  this time ellis bowled seam up , angling it across to pitch fullish and wide of off  jaiswal went lofting again , only to mistime it  he lost his right hand off the bat too , with the ball taking the outside edgeyashasvi jaiswal c zampa b ellis 53  25b 9x4 2x6 30m  sr: 212see all photos","nathan ellis to jaiswal , wide , slower delivery full and wide outside-off again , nathan ellis just hasn't hit his mark in this series yet"
