ball,score,commentary,second_commentary
19.6,2,"Ellis to Rinku Singh,  2 runsshort of a length outside off, and swiped wide of long-on as Rinku pinches two","Nathan Ellis to Rinku Singh, 2 runs, length ball, slammed to the left of long-on for a couple of runs. 20 runs off the 20 over, India end with a whooping 235 runs."
19.5,4,"Ellis to Rinku Singh, FOUR runshelps this past the keeper! Opens the face of the bat pretty late at this high-ish full toss, which is wide of off. He just reaches out without any foot movement, playing between Wade and short third","Nathan Ellis to Rinku Singh, FOUR, full toss outside off, Rinku reaches out and just opens the bat face at the last moment to tickle it between keeper and short third for a boundary"
19.4,1,"Ellis to Tilak Varma,  1 runyorker length, angled in and dipping to finish on sixth stump. Jammed to deep point","Nathan Ellis to Tilak Varma, 1 run, wide yorker, dug out towards deep extra cover"
19.3,6,"Ellis to Tilak Varma,  SIX runsjust beats the man at deep point! The fielder moved to his left, but the ball barely went over him. Ellis bowled on a length, angling it in but bowling wide of off. Tilak presented the full face of the bat, and lofted with little effort","Nathan Ellis to Tilak Varma, SIX, full and quick outside off, Tilak Varma slams it over sweeper cover for a six. Used a lot of bottom hand power on that one, felt like he might be caught out to the deep fielder but the man could only see it sail over"
19.3,6,"Ellis to Tilak Varma,  SIX runsjust beats the man at deep point! The fielder moved to his left, but the ball barely went over him. Ellis bowled on a length, angling it in but bowling wide of off. Tilak presented the full face of the bat, and lofted with little effort","Nathan Ellis to Tilak Varma, wide, slower bouncer, a bit too high"
19.3,1w,"Ellis to Tilak Varma, 1 widebowls a slower short ball, but it's too high. Called first bouncer too, as Ellis bowled short and around off, with Tilak letting it go","Nathan Ellis to Tilak Varma, SIX, full and quick outside off, Tilak Varma slams it over sweeper cover for a six. Used a lot of bottom hand power on that one, felt like he might be caught out to the deep fielder but the man could only see it sail over"
19.3,1w,"Ellis to Tilak Varma, 1 widebowls a slower short ball, but it's too high. Called first bouncer too, as Ellis bowled short and around off, with Tilak letting it go","Nathan Ellis to Tilak Varma, wide, slower bouncer, a bit too high"
19.2,W,"Ellis to Gaikwad, OUTtaken at long-on! Another slower ball from Ellis, although the length was pretty much ideal for the hoick across the line, and over long-on. But there was little timing there, as the ball went to long-on, where David took it over his head with a reverse cupRuturaj Gaikwad c David b Ellis 58 (43b 3x4 2x6 100m) SR: 134.88","Nathan Ellis to Gaikwad, out Caught by Tim David!! Slower delivery, was in the slot but Ruturaj couldn't get the desired power on that shot. A big swing across the line but holes out to long-on. Gaikwad c Tim David b Nathan Ellis 58(43) [4s-3 6s-2]"
19.1,6,"Ellis to Gaikwad,  SIX runsGaikwad joins the fun! Six over the bowler's head. A slower ball on a fullish length outside off, as he gets down early to have a launch with a flat bat","Nathan Ellis to Gaikwad, SIX, back of the hand slower delivery, pitches right under Ruturaj's bat as he waits for it to arrive and then heaves it down the ground for a straight six"
18.6,6,"Abbott to Rinku Singh,  SIX runspulled again over deep midwicket! Abbott bowls short again, and keeps getting pounded. The ball was banged outside off, and slammed hard over the boundary","Abbott to Rinku Singh, SIX, short ball on leg, Rinku pulls it over deep mid-wicket into the stands. A six to end the over, 25 runs off it!"
18.5,4,"Abbott to Rinku Singh, FOUR runsmisfield by Smith... and four more! Should have ideally been a single. The ball was short and ended wide of off, as he swatted hard and far from his body. Smith at mid-off failed to grab low, and the ball rolled away","Abbott to Rinku Singh, FOUR, a misfield and it is Steve Smith of all people!! Wonder if he's still reeling from the aftereffects of the World Cup win celebration. Hard length outside off, slapped towards mid-off and Smith lets it slide between his hands for a boundary"
18.4,4,"Abbott to Rinku Singh, FOUR runspulled between deep backward square and deep midwicket! Short ball again from Abbott - it pitched on middle and moved away towards off - even as there wasn't too much of room for Rinku. But he rides the bounce and clubs that","Abbott to Rinku Singh, FOUR, banged short near the helmet, Rinku very easily pulls it away to the right of deep square into a vacant pocket of the ground for a boundary"
18.3,6,"Abbott to Rinku Singh,  SIX runslow full toss deposited over the bowler's head! Excellently played. He reaches out for this low full toss, which is angling away and ending wide of off. The bat turns in his hands as he lofts away from his body, but the ball travels way beyond","Abbott to Rinku Singh, SIX, low full toss, Rinku just made a single movement of swinging through the line. Didn't move any other muscle and didn't even bother running for that one. Such was the conviction in that connection from the southpaw"
18.2,•,"Abbott to Rinku Singh, no runshortish ball again, and just outside off this time. Rinku went to slash, but was beaten. The ball seemed to have come on very rapidly there","Abbott to Rinku Singh, no run, pace off, back of length and angling away. Rinku tried to slap it over point but the ball goes over his bat"
18.2,•,"Abbott to Rinku Singh, no runshortish ball again, and just outside off this time. Rinku went to slash, but was beaten. The ball seemed to have come on very rapidly there","Abbott to Rinku Singh, wide, cutter that goes very wide outside off"
18.2,1w,"Abbott to Rinku Singh, 1 widevery wide outside leg, as Rinku lets this go. This was bowled fuller though","Abbott to Rinku Singh, no run, pace off, back of length and angling away. Rinku tried to slap it over point but the ball goes over his bat"
18.2,1w,"Abbott to Rinku Singh, 1 widevery wide outside leg, as Rinku lets this go. This was bowled fuller though","Abbott to Rinku Singh, wide, cutter that goes very wide outside off"
18.1,4,"Abbott to Rinku Singh, FOUR runspulled to deep midwicket! The ball is short from Abbott, and angling across to end wide of off. But Rinku fetches it from there, and finds the gap on the leg side","Abbott to Rinku Singh, FOUR, length ball on off, pulled hard in front of square and beats the dive of deep mid-wicket. Rinku getting into his groove now"
17.6,•,"Ellis to Gaikwad, no runfull length, and just outside off, as Gaikwad went to heave across the line but was beaten","Nathan Ellis to Gaikwad, no run, full outside off, goes under the bat as Gaikwad tried a big swing across the line. First sign of that variable bounce we were promised during pitch report"
17.5,1,"Ellis to Rinku Singh,  1 runshort of a length on middle and leg, almost cramping him for room. Punched to extra cover","Nathan Ellis to Rinku Singh, 1 run, back of length and straight, Rinku guides it towards covers for a single"
17.4,W,"Ellis to Suryakumar, OUTwell taken by Stoinis! He moved to his left from extra cover, all the while looking up at the ball while ending very close to the deep-point fielder. They almost had a mix-up, but Stoinis did well in the end. Ellis had bowled fullish and pretty wide of off, as Surya reached out with a flat bat. But he ended up ballooning it up, beaten by the slower ballSuryakumar Yadav c Stoinis b Ellis 19 (10b 0x4 2x6 13m) SR: 190","Nathan Ellis to Suryakumar Yadav, out Caught by Stoinis!! Gone!! End of an entertaining cameo from the Indian skipper. Smart from Ellis to keep it well wide outside off, beyond the hitting arc and tempting SKY to chase it. He gets closer and tries to drive it but toe-ends it in the high. Extra cover runs backwards and completes a safe catch. Suryakumar Yadav c Stoinis b Nathan Ellis 19(10) [6s-2]"
17.3,2,"Ellis to Suryakumar,  2 runslofts over mid-on, as Ellis bowls another slower ball. But this is on a length around off, with Surya spotting the fielder inside the circle","Nathan Ellis to Suryakumar Yadav, 2 runs, slower delivery, was pitched up. SKY just about lifted it over mid-on for a couple of runs. DIdn't time it off the middle"
17.3,2,"Ellis to Suryakumar,  2 runslofts over mid-on, as Ellis bowls another slower ball. But this is on a length around off, with Surya spotting the fielder inside the circle","Nathan Ellis to Suryakumar Yadav, wide, bumper, a bit too high"
17.3,1w,"Ellis to Suryakumar, 1 widewide called, but I think this is good bowling. He saw Surya step across, and bowled short around off stump. Surya let it go, even as the height seemed to be too much","Nathan Ellis to Suryakumar Yadav, 2 runs, slower delivery, was pitched up. SKY just about lifted it over mid-on for a couple of runs. DIdn't time it off the middle"
17.3,1w,"Ellis to Suryakumar, 1 widewide called, but I think this is good bowling. He saw Surya step across, and bowled short around off stump. Surya let it go, even as the height seemed to be too much","Nathan Ellis to Suryakumar Yadav, wide, bumper, a bit too high"
17.2,1,"Ellis to Gaikwad,  1 runEllis turns around and runs forward, but the ball lands wide in front of him, where an imaginary mid-off fielder would have run forward. Short ball from Ellis to Gaikwad, who looked to pull, but got that off the higher side of the bat","Nathan Ellis to Gaikwad, 1 run, surprises the batter with a full pace bouncer. Ruturaj late on the shot and top-egdes his pull but it falls safe between Ellis and extra cover"
17.1,2,"Ellis to Gaikwad,  2 runsmisfield by short third to his right, and that allows Gaikwad two! That is also his fifty. It was a slower ball on a length on sixth stump, as he slashed behind the wicket","Nathan Ellis to Gaikwad, 2 runs, pace off, full and wide. Ruturaj underedges his cut past the short third fielder who doesn't cover himself in glory with that effort. Two runs taken and that's 50 for Gaikwad, a very controlled knock by the Indian opener"
16.6,•,"Zampa to Suryakumar, no runshort of a length just outside off, and hacked on the bounce to point, where David goes low to his right to grab that","Zampa to Suryakumar Yadav, no run, flat on off, cut towards point. Well stopped by Tim David"
16.5,2,"Zampa to Suryakumar,  2 runsshort ball on the stumps, with a hint of turn back in. Punched aerially to long-off's left, as they pick two","Zampa to Suryakumar Yadav, 2 runs, flat delivery on middle, punched down the ground and Ruturaj had to duck under quickly to avoid a headshot. Long-on cuts it off at the expense of a couple"
16.4,6,"Zampa to Suryakumar,  SIX runsover the sightscreen! Now uses his bottom hand to loft this length ball which is on a stump-to-stump line, only leaning into the shot to grab six more","Zampa to Suryakumar Yadav, SIX, full on middle stump, SKY holds his shape and lifts it straight as an arrow over Zampa's head onto the sightscreens. Six more and nobody is complaining"
16.3,•,"Zampa to Suryakumar, no runSurya also charges down looking to left, but gets an inside edge on to his back pad as he went to loft at this length ball outside off","Zampa to Suryakumar Yadav, no run, pitched fuller and was the googly, Suryakumar dances out for a big heave but edges it onto his pads"
